Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salario_mensual_usd
39,2020,EN,FT,MACHINE LEARNING ENGINEER,138000,USD,138000,US,100,US,S,11500.0
40,2020,MI,FT,DATA SCIENTIST,45760,USD,45760,PH,100,US,S,3813.3333333333335
41,2020,EX,FT,DATA ENGINEERING MANAGER,70000,EUR,79833,ES,50,ES,L,6652.75
42,2020,MI,FT,MACHINE LEARNING INFRASTRUCTURE ENGINEER,44000,EUR,50180,PT,0,PT,M,4181.666666666667
43,2020,MI,FT,DATA ENGINEER,106000,USD,106000,US,100,US,L,8833.333333333334
44,2020,MI,FT,DATA ENGINEER,88000,GBP,112872,GB,50,GB,L,9406.0
45,2020,EN,PT,ML ENGINEER,14000,EUR,15966,DE,100,DE,S,1330.5
46,2020,MI,FT,DATA SCIENTIST,60000,GBP,76958,GB,100,GB,S,6413.166666666667
47,2020,SE,FT,DATA ENGINEER,188000,USD,188000,US,100,US,L,15666.666666666666
48,2020,MI,FT,DATA SCIENTIST,105000,USD,105000,US,100,US,L,8750.0
49,2020,MI,FT,DATA ENGINEER,61500,EUR,70139,FR,50,FR,L,5844.916666666667
50,2020,EN,FT,DATA ANALYST,450000,INR,6072,IN,0,IN,S,506.0
51,2020,EN,FT,DATA ANALYST,91000,USD,91000,US,100,US,L,7583.333333333333
52,2020,EN,FT,AI SCIENTIST,300000,DKK,45896,DK,50,DK,S,3824.6666666666665
53,2020,EN,FT,DATA ENGINEER,48000,EUR,54742,PK,100,DE,L,4561.833333333333
54,2020,SE,FL,COMPUTER VISION ENGINEER,60000,USD,60000,RU,100,US,S,5000.0
55,2020,SE,FT,PRINCIPAL DATA SCIENTIST,130000,EUR,148261,DE,100,DE,M,12355.083333333334
56,2020,MI,FT,DATA SCIENTIST,34000,EUR,38776,ES,100,ES,M,3231.3333333333335
57,2020,MI,FT,DATA SCIENTIST,118000,USD,118000,US,100,US,M,9833.333333333334
58,2020,SE,FT,DATA SCIENTIST,120000,USD,120000,US,50,US,L,10000.0
59,2020,MI,FT,DATA SCIENTIST,138350,USD,138350,US,100,US,M,11529.166666666666
60,2020,MI,FT,DATA ENGINEER,110000,USD,110000,US,100,US,L,9166.666666666666
61,2020,MI,FT,DATA ENGINEER,130800,USD,130800,ES,100,US,M,10900.0
62,2020,EN,PT,DATA SCIENTIST,19000,EUR,21669,IT,50,IT,S,1805.75
63,2020,SE,FT,DATA SCIENTIST,412000,USD,412000,US,100,US,L,34333.333333333336
64,2020,SE,FT,MACHINE LEARNING ENGINEER,40000,EUR,45618,HR,100,HR,S,3801.5
65,2020,EN,FT,DATA SCIENTIST,55000,EUR,62726,DE,50,DE,S,5227.166666666667
66,2020,EN,FT,DATA SCIENTIST,43200,EUR,49268,DE,0,DE,S,4105.666666666667
67,2020,SE,FT,DATA SCIENCE MANAGER,190200,USD,190200,US,100,US,M,15850.0
68,2020,EN,FT,DATA SCIENTIST,105000,USD,105000,US,100,US,S,8750.0
69,2020,SE,FT,DATA SCIENTIST,80000,EUR,91237,AT,0,AT,S,7603.083333333333
70,2020,MI,FT,DATA SCIENTIST,55000,EUR,62726,FR,50,LU,S,5227.166666666667
71,2020,MI,FT,DATA SCIENTIST,37000,EUR,42197,FR,50,FR,S,3516.4166666666665
72,2021,EN,FT,RESEARCH SCIENTIST,60000,GBP,82528,GB,50,GB,L,6877.333333333333
73,2021,EX,FT,BI DATA ANALYST,150000,USD,150000,IN,100,US,L,12500.0
74,2021,EX,FT,HEAD OF DATA,235000,USD,235000,US,100,US,L,19583.333333333332
75,2021,SE,FT,DATA SCIENTIST,45000,EUR,53192,FR,50,FR,L,4432.666666666667
76,2021,MI,FT,BI DATA ANALYST,100000,USD,100000,US,100,US,M,8333.333333333334
77,2021,MI,PT,3D COMPUTER VISION RESEARCHER,400000,INR,5409,IN,50,IN,M,450.75
78,2021,MI,CT,ML ENGINEER,270000,USD,270000,US,100,US,L,22500.0
79,2021,EN,FT,DATA ANALYST,80000,USD,80000,US,100,US,M,6666.666666666667
80,2021,SE,FT,DATA ANALYTICS ENGINEER,67000,EUR,79197,DE,100,DE,L,6599.75
81,2021,MI,FT,DATA ENGINEER,140000,USD,140000,US,100,US,L,11666.666666666666
82,2021,MI,FT,APPLIED DATA SCIENTIST,68000,CAD,54238,GB,50,CA,L,4519.833333333333
83,2021,MI,FT,MACHINE LEARNING ENGINEER,40000,EUR,47282,ES,100,ES,S,3940.1666666666665
84,2021,EX,FT,DIRECTOR OF DATA SCIENCE,130000,EUR,153667,IT,100,PL,L,12805.583333333334
85,2021,MI,FT,DATA ENGINEER,110000,PLN,28476,PL,100,PL,L,2373.0
86,2021,EN,FT,DATA ANALYST,50000,EUR,59102,FR,50,FR,M,4925.166666666667
87,2021,MI,FT,DATA ANALYTICS ENGINEER,110000,USD,110000,US,100,US,L,9166.666666666666
88,2021,SE,FT,LEAD DATA ANALYST,170000,USD,170000,US,100,US,L,14166.666666666666
89,2021,SE,FT,DATA ANALYST,80000,USD,80000,BG,100,US,S,6666.666666666667
90,2021,SE,FT,MARKETING DATA ANALYST,75000,EUR,88654,GR,100,DK,L,7387.833333333333
91,2021,EN,FT,DATA SCIENCE CONSULTANT,65000,EUR,76833,DE,100,DE,S,6402.75
92,2021,MI,FT,LEAD DATA ANALYST,1450000,INR,19609,IN,100,IN,L,1634.0833333333333
93,2021,SE,FT,LEAD DATA ENGINEER,276000,USD,276000,US,0,US,L,23000.0
94,2021,EN,FT,DATA SCIENTIST,2200000,INR,29751,IN,50,IN,L,2479.25
95,2021,MI,FT,CLOUD DATA ENGINEER,120000,SGD,89294,SG,50,SG,L,7441.166666666667
96,2021,EN,PT,AI SCIENTIST,12000,USD,12000,BR,100,US,S,1000.0
97,2021,MI,FT,FINANCIAL DATA ANALYST,450000,USD,450000,US,100,US,L,37500.0
98,2021,EN,FT,COMPUTER VISION SOFTWARE ENGINEER,70000,USD,70000,US,100,US,M,5833.333333333333
99,2021,MI,FT,COMPUTER VISION SOFTWARE ENGINEER,81000,EUR,95746,DE,100,US,S,7978.833333333333
100,2021,MI,FT,DATA ANALYST,75000,USD,75000,US,0,US,L,6250.0
101,2021,SE,FT,DATA ENGINEER,150000,USD,150000,US,100,US,L,12500.0
102,2021,MI,FT,BI DATA ANALYST,11000000,HUF,36259,HU,50,US,L,3021.5833333333335
103,2021,MI,FT,DATA ANALYST,62000,USD,62000,US,0,US,L,5166.666666666667
104,2021,MI,FT,DATA SCIENTIST,73000,USD,73000,US,0,US,L,6083.333333333333
105,2021,MI,FT,DATA ANALYST,37456,GBP,51519,GB,50,GB,L,4293.25
106,2021,MI,FT,RESEARCH SCIENTIST,235000,CAD,187442,CA,100,CA,L,15620.166666666666
107,2021,SE,FT,DATA ENGINEER,115000,USD,115000,US,100,US,S,9583.333333333334
108,2021,SE,FT,DATA ENGINEER,150000,USD,150000,US,100,US,M,12500.0
109,2021,EN,FT,DATA ENGINEER,2250000,INR,30428,IN,100,IN,L,2535.6666666666665
110,2021,SE,FT,MACHINE LEARNING ENGINEER,80000,EUR,94564,DE,50,DE,L,7880.333333333333
111,2021,SE,FT,DIRECTOR OF DATA ENGINEERING,82500,GBP,113476,GB,100,GB,M,9456.333333333334
112,2021,SE,FT,LEAD DATA ENGINEER,75000,GBP,103160,GB,100,GB,S,8596.666666666666
113,2021,EN,PT,AI SCIENTIST,12000,USD,12000,PK,100,US,M,1000.0
114,2021,MI,FT,DATA ENGINEER,38400,EUR,45391,NL,100,NL,L,3782.5833333333335
115,2021,EN,FT,MACHINE LEARNING SCIENTIST,225000,USD,225000,US,100,US,L,18750.0
116,2021,MI,FT,DATA SCIENTIST,50000,USD,50000,NG,100,NG,L,4166.666666666667
117,2021,MI,FT,DATA SCIENCE ENGINEER,34000,EUR,40189,GR,100,GR,M,3349.0833333333335
118,2021,EN,FT,DATA ANALYST,90000,USD,90000,US,100,US,S,7500.0
119,2021,MI,FT,DATA ENGINEER,200000,USD,200000,US,100,US,L,16666.666666666668
120,2021,MI,FT,BIG DATA ENGINEER,60000,USD,60000,ES,50,RO,M,5000.0
121,2021,SE,FT,PRINCIPAL DATA ENGINEER,200000,USD,200000,US,100,US,M,16666.666666666668
122,2021,EN,FT,DATA ANALYST,50000,USD,50000,US,100,US,M,4166.666666666667
123,2021,EN,FT,APPLIED DATA SCIENTIST,80000,GBP,110037,GB,0,GB,L,9169.75
124,2021,EN,PT,DATA ANALYST,8760,EUR,10354,ES,50,ES,M,862.8333333333334
125,2021,MI,FT,PRINCIPAL DATA SCIENTIST,151000,USD,151000,US,100,US,L,12583.333333333334
126,2021,SE,FT,MACHINE LEARNING SCIENTIST,120000,USD,120000,US,50,US,S,10000.0
127,2021,MI,FT,DATA SCIENTIST,700000,INR,9466,IN,0,IN,S,788.8333333333334
128,2021,EN,FT,MACHINE LEARNING ENGINEER,20000,USD,20000,IN,100,IN,S,1666.6666666666667
129,2021,SE,FT,LEAD DATA SCIENTIST,3000000,INR,40570,IN,50,IN,L,3380.8333333333335
130,2021,EN,FT,MACHINE LEARNING DEVELOPER,100000,USD,100000,IQ,50,IQ,S,8333.333333333334
131,2021,EN,FT,DATA SCIENTIST,42000,EUR,49646,FR,50,FR,M,4137.166666666667
132,2021,MI,FT,APPLIED MACHINE LEARNING SCIENTIST,38400,USD,38400,VN,100,US,M,3200.0
133,2021,SE,FT,COMPUTER VISION ENGINEER,24000,USD,24000,BR,100,BR,M,2000.0
134,2021,EN,FT,DATA SCIENTIST,100000,USD,100000,US,0,US,S,8333.333333333334
135,2021,MI,FT,DATA ANALYST,90000,USD,90000,US,100,US,M,7500.0
136,2021,MI,FT,ML ENGINEER,7000000,JPY,63711,JP,50,JP,S,5309.25
137,2021,MI,FT,ML ENGINEER,8500000,JPY,77364,JP,50,JP,S,6447.0
138,2021,SE,FT,PRINCIPAL DATA SCIENTIST,220000,USD,220000,US,0,US,L,18333.333333333332
139,2021,EN,FT,DATA SCIENTIST,80000,USD,80000,US,100,US,M,6666.666666666667
140,2021,MI,FT,DATA ANALYST,135000,USD,135000,US,100,US,L,11250.0
141,2021,SE,FT,DATA SCIENCE MANAGER,240000,USD,240000,US,0,US,L,20000.0
142,2021,SE,FT,DATA ENGINEERING MANAGER,150000,USD,150000,US,0,US,L,12500.0
143,2021,MI,FT,DATA SCIENTIST,82500,USD,82500,US,100,US,S,6875.0
144,2021,MI,FT,DATA ENGINEER,100000,USD,100000,US,100,US,L,8333.333333333334
145,2021,SE,FT,MACHINE LEARNING ENGINEER,70000,EUR,82744,BE,50,BE,M,6895.333333333333
146,2021,MI,FT,RESEARCH SCIENTIST,53000,EUR,62649,FR,50,FR,M,5220.75
147,2021,MI,FT,DATA ENGINEER,90000,USD,90000,US,100,US,L,7500.0
148,2021,SE,FT,DATA ENGINEERING MANAGER,153000,USD,153000,US,100,US,L,12750.0
149,2021,SE,FT,CLOUD DATA ENGINEER,160000,USD,160000,BR,100,US,S,13333.333333333334
150,2021,SE,FT,DIRECTOR OF DATA SCIENCE,168000,USD,168000,JP,0,JP,S,14000.0
151,2021,MI,FT,DATA SCIENTIST,150000,USD,150000,US,100,US,M,12500.0
152,2021,MI,FT,DATA SCIENTIST,95000,CAD,75774,CA,100,CA,L,6314.5
153,2021,EN,FT,DATA SCIENTIST,13400,USD,13400,UA,100,UA,L,1116.6666666666667
154,2021,SE,FT,DATA SCIENCE MANAGER,144000,USD,144000,US,100,US,L,12000.0
155,2021,SE,FT,DATA SCIENCE ENGINEER,159500,CAD,127221,CA,50,CA,L,10601.75
156,2021,MI,FT,DATA SCIENTIST,160000,SGD,119059,SG,100,IL,M,9921.583333333334
157,2021,MI,FT,APPLIED MACHINE LEARNING SCIENTIST,423000,USD,423000,US,50,US,L,35250.0
158,2021,SE,FT,DATA ANALYTICS MANAGER,120000,USD,120000,US,100,US,M,10000.0
159,2021,EN,FT,MACHINE LEARNING ENGINEER,125000,USD,125000,US,100,US,S,10416.666666666666
160,2021,EX,FT,HEAD OF DATA,230000,USD,230000,RU,50,RU,L,19166.666666666668
161,2021,EX,FT,HEAD OF DATA SCIENCE,85000,USD,85000,RU,0,RU,M,7083.333333333333
162,2021,MI,FT,DATA ENGINEER,24000,EUR,28369,MT,50,MT,L,2364.0833333333335
163,2021,EN,FT,DATA SCIENCE CONSULTANT,54000,EUR,63831,DE,50,DE,L,5319.25
164,2021,EX,FT,DIRECTOR OF DATA SCIENCE,110000,EUR,130026,DE,50,DE,M,10835.5
165,2021,SE,FT,DATA SPECIALIST,165000,USD,165000,US,100,US,L,13750.0
166,2021,EN,FT,DATA ENGINEER,80000,USD,80000,US,100,US,L,6666.666666666667
167,2021,EX,FT,DIRECTOR OF DATA SCIENCE,250000,USD,250000,US,0,US,L,20833.333333333332
168,2021,EN,FT,BI DATA ANALYST,55000,USD,55000,US,50,US,S,4583.333333333333
169,2021,MI,FT,DATA ARCHITECT,150000,USD,150000,US,100,US,L,12500.0
170,2021,MI,FT,DATA ARCHITECT,170000,USD,170000,US,100,US,L,14166.666666666666
171,2021,MI,FT,DATA ENGINEER,60000,GBP,82528,GB,100,GB,L,6877.333333333333
172,2021,EN,FT,DATA ANALYST,60000,USD,60000,US,100,US,S,5000.0
173,2021,SE,FT,PRINCIPAL DATA SCIENTIST,235000,USD,235000,US,100,US,L,19583.333333333332
174,2021,SE,FT,RESEARCH SCIENTIST,51400,EUR,60757,PT,50,PT,L,5063.083333333333
175,2021,SE,FT,DATA ENGINEERING MANAGER,174000,USD,174000,US,100,US,L,14500.0
176,2021,MI,FT,DATA SCIENTIST,58000,MXN,2859,MX,0,MX,S,238.25
177,2021,MI,FT,DATA SCIENTIST,30400000,CLP,40038,CL,100,CL,L,3336.5
178,2021,EN,FT,MACHINE LEARNING ENGINEER,81000,USD,81000,US,50,US,S,6750.0
179,2021,MI,FT,DATA SCIENTIST,420000,INR,5679,IN,100,US,S,473.25
180,2021,MI,FT,BIG DATA ENGINEER,1672000,INR,22611,IN,0,IN,L,1884.25
181,2021,MI,FT,DATA SCIENTIST,76760,EUR,90734,DE,50,DE,L,7561.166666666667
182,2021,MI,FT,DATA ENGINEER,22000,EUR,26005,RO,0,US,L,2167.0833333333335
183,2021,SE,FT,FINANCE DATA ANALYST,45000,GBP,61896,GB,50,GB,L,5158.0
184,2021,MI,FL,MACHINE LEARNING SCIENTIST,12000,USD,12000,PK,50,PK,M,1000.0
185,2021,MI,FT,DATA ENGINEER,4000,USD,4000,IR,100,IR,M,333.3333333333333
186,2021,SE,FT,DATA ANALYTICS ENGINEER,50000,USD,50000,VN,100,GB,M,4166.666666666667
187,2021,EX,FT,DATA SCIENCE CONSULTANT,59000,EUR,69741,FR,100,ES,S,5811.75
188,2021,SE,FT,DATA ENGINEER,65000,EUR,76833,RO,50,GB,S,6402.75
189,2021,MI,FT,MACHINE LEARNING ENGINEER,74000,USD,74000,JP,50,JP,S,6166.666666666667
190,2021,SE,FT,DATA SCIENCE MANAGER,152000,USD,152000,US,100,FR,L,12666.666666666666
191,2021,EN,FT,MACHINE LEARNING ENGINEER,21844,USD,21844,CO,50,CO,M,1820.3333333333333
192,2021,MI,FT,BIG DATA ENGINEER,18000,USD,18000,MD,0,MD,S,1500.0
193,2021,SE,FT,DATA SCIENCE MANAGER,174000,USD,174000,US,100,US,L,14500.0
194,2021,SE,FT,RESEARCH SCIENTIST,120500,CAD,96113,CA,50,CA,L,8009.416666666667
195,2021,MI,FT,DATA SCIENTIST,147000,USD,147000,US,50,US,L,12250.0
196,2021,EN,FT,BI DATA ANALYST,9272,USD,9272,KE,100,KE,S,772.6666666666666
197,2021,SE,FT,MACHINE LEARNING ENGINEER,1799997,INR,24342,IN,100,IN,L,2028.5
198,2021,SE,FT,DATA SCIENCE MANAGER,4000000,INR,54094,IN,50,US,L,4507.833333333333
199,2021,EN,FT,DATA SCIENCE CONSULTANT,90000,USD,90000,US,100,US,S,7500.0
200,2021,MI,FT,DATA SCIENTIST,52000,EUR,61467,DE,50,AT,M,5122.25
201,2021,SE,FT,MACHINE LEARNING INFRASTRUCTURE ENGINEER,195000,USD,195000,US,100,US,M,16250.0
202,2021,MI,FT,DATA SCIENTIST,32000,EUR,37825,ES,100,ES,L,3152.0833333333335
203,2021,SE,FT,RESEARCH SCIENTIST,50000,USD,50000,FR,100,US,S,4166.666666666667
204,2021,MI,FT,DATA SCIENTIST,160000,USD,160000,US,100,US,L,13333.333333333334
205,2021,MI,FT,DATA SCIENTIST,69600,BRL,12901,BR,0,BR,S,1075.0833333333333
206,2021,SE,FT,MACHINE LEARNING ENGINEER,200000,USD,200000,US,100,US,L,16666.666666666668
207,2021,SE,FT,DATA ENGINEER,165000,USD,165000,US,0,US,M,13750.0
208,2021,MI,FL,DATA ENGINEER,20000,USD,20000,IT,0,US,L,1666.6666666666667
209,2021,SE,FT,DATA ANALYTICS MANAGER,120000,USD,120000,US,0,US,L,10000.0
210,2021,MI,FT,MACHINE LEARNING ENGINEER,21000,EUR,24823,SI,50,SI,L,2068.5833333333335
211,2021,MI,FT,RESEARCH SCIENTIST,48000,EUR,56738,FR,50,FR,S,4728.166666666667
212,2021,MI,FT,DATA ENGINEER,48000,GBP,66022,HK,50,GB,S,5501.833333333333
213,2021,EN,FT,BIG DATA ENGINEER,435000,INR,5882,IN,0,CH,L,490.1666666666667
214,2021,EN,FT,MACHINE LEARNING ENGINEER,21000,EUR,24823,DE,50,DE,M,2068.5833333333335
215,2021,SE,FT,PRINCIPAL DATA ENGINEER,185000,USD,185000,US,100,US,L,15416.666666666666
216,2021,EN,PT,COMPUTER VISION ENGINEER,180000,DKK,28609,DK,50,DK,S,2384.0833333333335
217,2021,MI,FT,DATA SCIENTIST,76760,EUR,90734,DE,50,DE,L,7561.166666666667
218,2021,MI,FT,MACHINE LEARNING ENGINEER,75000,EUR,88654,BE,100,BE,M,7387.833333333333
219,2021,SE,FT,DATA ANALYTICS MANAGER,140000,USD,140000,US,100,US,L,11666.666666666666
220,2021,MI,FT,MACHINE LEARNING ENGINEER,180000,PLN,46597,PL,100,PL,L,3883.0833333333335
221,2021,MI,FT,DATA SCIENTIST,85000,GBP,116914,GB,50,GB,L,9742.833333333334
222,2021,MI,FT,DATA SCIENTIST,2500000,INR,33808,IN,0,IN,M,2817.3333333333335
223,2021,MI,FT,DATA SCIENTIST,40900,GBP,56256,GB,50,GB,L,4688.0
224,2021,SE,FT,MACHINE LEARNING SCIENTIST,225000,USD,225000,US,100,CA,L,18750.0
225,2021,EX,CT,PRINCIPAL DATA SCIENTIST,416000,USD,416000,US,100,US,S,34666.666666666664
226,2021,SE,FT,DATA SCIENTIST,110000,CAD,87738,CA,100,CA,S,7311.5
227,2021,MI,FT,DATA SCIENTIST,75000,EUR,88654,DE,50,DE,L,7387.833333333333
228,2021,SE,FT,DATA SCIENTIST,135000,USD,135000,US,0,US,L,11250.0
229,2021,SE,FT,DATA ANALYST,90000,CAD,71786,CA,100,CA,M,5982.166666666667
230,2021,EN,FT,BIG DATA ENGINEER,1200000,INR,16228,IN,100,IN,L,1352.3333333333333
231,2021,SE,FT,ML ENGINEER,256000,USD,256000,US,100,US,S,21333.333333333332
232,2021,SE,FT,DIRECTOR OF DATA ENGINEERING,200000,USD,200000,US,100,US,L,16666.666666666668
233,2021,SE,FT,DATA ANALYST,200000,USD,200000,US,100,US,L,16666.666666666668
234,2021,MI,FT,DATA ARCHITECT,180000,USD,180000,US,100,US,L,15000.0
235,2021,MI,FT,HEAD OF DATA SCIENCE,110000,USD,110000,US,0,US,S,9166.666666666666
236,2021,MI,FT,RESEARCH SCIENTIST,80000,CAD,63810,CA,100,CA,M,5317.5
237,2021,MI,FT,DATA SCIENTIST,39600,EUR,46809,ES,100,ES,M,3900.75
238,2021,EN,FT,DATA SCIENTIST,4000,USD,4000,VN,0,VN,M,333.3333333333333
239,2021,EN,FT,DATA ENGINEER,1600000,INR,21637,IN,50,IN,M,1803.0833333333333
240,2021,SE,FT,DATA SCIENTIST,130000,CAD,103691,CA,100,CA,L,8640.916666666666
241,2021,MI,FT,DATA ANALYST,80000,USD,80000,US,100,US,L,6666.666666666667
242,2021,MI,FT,DATA ENGINEER,110000,USD,110000,US,100,US,L,9166.666666666666
243,2021,SE,FT,DATA SCIENTIST,165000,USD,165000,US,100,US,L,13750.0
244,2021,EN,FT,AI SCIENTIST,1335000,INR,18053,IN,100,AS,S,1504.4166666666667
245,2021,MI,FT,DATA ENGINEER,52500,GBP,72212,GB,50,GB,L,6017.666666666667
246,2021,EN,FT,DATA SCIENTIST,31000,EUR,36643,FR,50,FR,L,3053.5833333333335
247,2021,MI,FT,DATA ENGINEER,108000,TRY,12103,TR,0,TR,M,1008.5833333333334
248,2021,SE,FT,DATA ENGINEER,70000,GBP,96282,GB,50,GB,L,8023.5
249,2021,SE,FT,PRINCIPAL DATA ANALYST,170000,USD,170000,US,100,US,M,14166.666666666666
250,2021,MI,FT,DATA SCIENTIST,115000,USD,115000,US,50,US,L,9583.333333333334
251,2021,EN,FT,DATA SCIENTIST,90000,USD,90000,US,100,US,S,7500.0
252,2021,EX,FT,PRINCIPAL DATA ENGINEER,600000,USD,600000,US,100,US,L,50000.0
253,2021,EN,FT,DATA SCIENTIST,2100000,INR,28399,IN,100,IN,M,2366.5833333333335
254,2021,MI,FT,DATA ANALYST,93000,USD,93000,US,100,US,L,7750.0
255,2021,SE,FT,BIG DATA ARCHITECT,125000,CAD,99703,CA,50,CA,M,8308.583333333334
256,2021,MI,FT,DATA ENGINEER,200000,USD,200000,US,100,US,L,16666.666666666668
257,2021,SE,FT,PRINCIPAL DATA SCIENTIST,147000,EUR,173762,DE,100,DE,M,14480.166666666666
258,2021,SE,FT,MACHINE LEARNING ENGINEER,185000,USD,185000,US,50,US,L,15416.666666666666
259,2021,EX,FT,DIRECTOR OF DATA SCIENCE,120000,EUR,141846,DE,0,DE,L,11820.5
260,2021,MI,FT,DATA SCIENTIST,130000,USD,130000,US,50,US,L,10833.333333333334
261,2021,SE,FT,DATA ANALYST,54000,EUR,63831,DE,50,DE,L,5319.25
262,2021,MI,FT,DATA SCIENTIST,1250000,INR,16904,IN,100,IN,S,1408.6666666666667
263,2021,SE,FT,MACHINE LEARNING ENGINEER,4900000,INR,66265,IN,0,IN,L,5522.083333333333
264,2021,MI,FT,DATA SCIENTIST,21600,EUR,25532,RS,100,DE,S,2127.6666666666665
265,2021,SE,FT,LEAD DATA ENGINEER,160000,USD,160000,PR,50,US,S,13333.333333333334
266,2021,MI,FT,DATA ENGINEER,93150,USD,93150,US,0,US,M,7762.5
267,2021,MI,FT,DATA ENGINEER,111775,USD,111775,US,0,US,M,9314.583333333334
268,2021,MI,FT,DATA ENGINEER,250000,TRY,28016,TR,100,TR,M,2334.6666666666665
269,2021,EN,FT,DATA ENGINEER,55000,EUR,65013,DE,50,DE,M,5417.75
270,2021,EN,FT,DATA ENGINEER,72500,USD,72500,US,100,US,L,6041.666666666667
271,2021,SE,FT,COMPUTER VISION ENGINEER,102000,BRL,18907,BR,0,BR,M,1575.5833333333333
272,2021,EN,FT,DATA SCIENCE CONSULTANT,65000,EUR,76833,DE,0,DE,L,6402.75
273,2021,EN,FT,MACHINE LEARNING ENGINEER,85000,USD,85000,NL,100,DE,S,7083.333333333333
274,2021,SE,FT,DATA SCIENTIST,65720,EUR,77684,FR,50,FR,M,6473.666666666667
275,2021,EN,FT,DATA SCIENTIST,100000,USD,100000,US,100,US,M,8333.333333333334
276,2021,EN,FT,DATA SCIENTIST,58000,USD,58000,US,50,US,L,4833.333333333333
277,2021,SE,FT,AI SCIENTIST,55000,USD,55000,ES,100,ES,L,4583.333333333333
